ÍNDICE	CÓD. ESTAÇÃO	LATITUDE	LONGITUDE	BACIA HIDROGRÁFICA	RECURSO HÍDRICO	REGIÃO	MUNICÍPIO	AMBIENTE	DATA COLETA	HORA COLETA	CHUVA 24H	ALCALINIDADE	ALUMÍNIO	CÁDMIO	CHUMBO	CLORETO	CLOROFILA A	COBRE	COLIFORMES TERMOTOLERANTES	COLIFORMES TOTAIS	CONDUTIVIDADE	CROMO TOTAL	DEMANDA BIOQUÍMICA DE OXIGÊNIO	DEMANDA QUÍMICA DE OXIGÊNIO	ESCHERICHIA COLI	FERRO	FITOPLANCTON  - CIANOBACTÉRIAS	FOSFATO ORTO	FÓSFORO TOTAL	MANGANÊS	MERCÚRIO EM MICROGRAMA POR LITRO (UG/L)	NÍQUEL	NITRATO	NITROGÊNIO AMONIACAL	NITROGÊNIO ORGÂNICO	NITROGÊNIO TOTAL KJELDAHL	OXIGÊNIO DISSOLVIDO	PH	PROFUNDIDADE COLETA	PROFUNDIDADE TOTAL	SALINIDADE	SÓLIDOS DISSOLVIDOS TOTAIS	SÓLIDOS SUSPENSOS TOTAIS	SÓLIDOS TOTAIS	TEMPERATURA DA ÁGUA	TEMPERATURA DO AR	TRANSPARÊNCIA DA ÁGUA	TURBIDEZ	VAZÃO RECURSO HÍDRICO	ZINCO
70	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	3/27/2018	9:00:00	AUSENTE	85,7000				14812,0000	8,9100				44217,1000		2,0000	209,0000	648,8000		2867,0000	0,0450	0,6520					0,2870		0,9010	7,1800	7,5600	0,2000	0,4000	28,6000		29,0000		19,9200	21,2000	0,4000	3,6100		
71	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	6/26/2018	8:35:00	AUSENTE	85,2000				10324,0000	9,6000				25768,0000		3,0000	88,0000	601,5000		1935,0000	0,0130	0,0730					0,0320		1,7200	7,1800	7,2000	0,2000	0,7000	15,7500	17283,0000	10,0000		12,3200	11,4700	0,7000	1,8900		
72	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	9/25/2018	9:10:00	AUSENTE	66,0000		0,0030		2749,0000	179,1000	0,0140			9149,1000		2,0000	342,0000	141,4000	8,2300	13834,0000	0,0610	0,2790	0,2480		0,0055		0,1860		1,3000	9,3500	7,5900	0,2000	0,4000	5,1800	4760,0000	107,0000		17,3900	18,4600	0,1000	137,1200		0,0600
73	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	12/27/2018	8:33:00	AUSENTE	95,8000				16199,0000	5,5900		2,0000		57751,1000		3,0000	823,0000			865,0000	0,0050	0,0520					0,0320		1,3180	6,8700	8,0600	0,2000	0,2500	34,8100		25,0000		22,5000	23,4200	0,2500	2,0900		
74	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	3/26/2019	8:34:00	AUSENTE	121,4000				19408,0000	7,6800				49110,2000		2,0000		2419,6000		685,0000	0,0050	0,0160					0,3240		1,3600	5,7400	8,0800	0,2000	0,4000	32,1600	2121,0000	35,0000		19,7500	18,9000	0,4000	3,1000		
75	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	6/26/2019	8:48:00	MÉDIA	106,7000				13346,2000	5,8500				34985,0000		1,0000		727,0000		5762,0000	0,0190	0,0380					0,1100		0,6270	8,6100	7,7800	0,2000	0,2500	21,9400	21392,0000	38,0000		10,0200	8,1000	0,2500	10,9800		
76	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	9/25/2019	8:37:00	AUSENTE	54,2000				3452,0000	14,0200				16186,0000		1,0000		10,0000		27566,0000	0,0330	0,0600					0,1000		1,1000	6,9800	7,2800	0,2000	0,3000	9,5200	6886,0000	28,0000		17,6700	18,0100	0,3000	7,3000		
77	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	12/19/2019	8:40:00	AUSENTE	98,2000				15783,0000	9,0500				40390,0000		1,0000		1046,2000		13265,0000	0,0330	0,1140					0,0320		0,4760	7,7900	8,1200	0,2000	0,4000	25,8600	32265,0000	42,0000		21,8300	23,4300	0,4000			
78	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	3/19/2020	8:34:00	AUSENTE	126,2000				20173,0000					66260,0000		1,0000		108,6000		1153,0000	0,0050	0,0600								7,5000	7,5100	0,2000	0,2000	47,8700		35,0000		22,3000	22,3700	0,2000	3,3100		
79	87420500	-31,335290	-51,060180	Litoral Médio	Lagoa do Peixe	Litoral	TAVARES	Lêntico	8/22/2022	16:12:00	AUSENTE	59,6000				8257,9200	13,7400				24485,0000		2,0000		5,2000		206,0000	0,0190	0,0810								11,0100	8,5900	0,2000	0,5000	16,7900	16802,0000	101,0000		19,6500	15,7700	0,5000	9,3200		
80	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	6/29/2016	11:45:00	AUSENTE	17,0000				13,9000					76,6000		1,0000	29,0000	648,8000		0,0000	0,2130	0,2740					0,8950			7,6700	6,3800	1,5000	2,4000		192,0000	11,0000		15,3600	13,0000	0,1000	107,0000		
81	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	8/25/2016	12:35:00	AUSENTE	2,0000				19,6000					93,3000		2,0000	49,0000	920,8000		0,0000		0,5560					0,0320			8,2400	6,5200	0,2000	2,2500	0,0400	376,0000	91,0000		16,4000	24,0000		226,0000		
82	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	11/24/2016	11:17:00	AUSENTE	2,5000				15,9000					80,7000		1,0000	31,0000	436,0000			0,1200	0,2520				0,0100	0,1840		0,9490	6,3700	6,5500	0,2000	1,0000	0,0400	82,0000	18,0000		22,7000	21,0000	0,2000	29,0000		
83	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	2/23/2017	11:03:00	AUSENTE	7,7000				8,9000					64,4000		1,0000	24,0000	206,4000			0,1610	0,1870					0,0320		1,6800	2,8900	5,7100	0,2000	3,0000		82,0000	5,0000		28,7400	29,5500		1,6000		
84	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	5/25/2017	12:08:00	AUSENTE	9,5000				25,7000					106,1000		1,0000	40,0000	1986,3000			0,1390	0,2140					0,2200		0,9180	6,2300	6,2900	0,2000	2,0000	0,0500	97,0000	14,0000		20,1800	20,1700		11,4000		
85	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	8/24/2017	11:35:00	AUSENTE	4,0000		0,0030		18,0000		0,0060			96,0000		2,0000	62,0000	770,1000	8,9700		0,1350	0,1530	0,0900		0,0150		0,0320		2,3400	7,7200	6,1100	0,2000	2,0000	0,0400	176,0000	195,0000		18,6800	23,8000		834,0000		0,0770
86	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	11/24/2017	9:45:00	AUSENTE	10,3000		0,0010		13,3000		0,0015			80,1000		1,0000	25,0000		2,5000		0,1550	0,2500	0,0640		0,0055		0,1430			6,2600	6,3700	0,2000	1,5000	0,0400	130,0000	13,0000		23,7600	21,8900		50,7200		0,0170
87	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	2/22/2018	11:12:00	AUSENTE	10,5000	0,0015	0,0010	0,0020	15,9000		0,0015			393,4000	0,0020	2,0000	21,0000	1203,3000	0,8640			0,1830	0,0340		0,0055		0,0743		0,7960	4,7700	6,2000	0,2000	1,8000	0,1900	78,0000	3,5000		24,0100	24,1800		9,0600		0,0310
88	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	5/23/2018	13:05:00	AUSENTE	18,1000	0,0015	0,0010	0,0020	17,7000		0,0020			110,9000	0,0020	2,0000	34,0000	1119,9000	1,3400		0,1060	0,1910	0,0340		0,0020		0,1630		1,9000	5,9000	6,0800	0,2000	3,2500	0,0600	56,0000	9,0000		14,9900	16,1100		24,8200		0,0120
89	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	8/22/2018	13:00:00	AUSENTE	21,7000		0,0010		14,1000		0,0020			80,9000		2,0000	46,0000		6,0500		0,1510	0,2370	0,0700		0,0280		0,1490		1,6900	8,0000	6,3900	0,2000	1,4000	0,0400	203,0000	38,0000		13,6400	13,9100		172,2000		0,0190
90	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	11/21/2018	12:54:00	AUSENTE	25,7000		0,0030		17,8000		0,0020			114,7000		1,0000	32,0000	344,8000	2,2900		0,1920	0,2430	0,1020		0,0055		0,8980		2,7000	4,9100	6,3000	0,2000	1,6000	0,0500	160,0000	11,0000		22,8300	25,7000		18,9400		0,0080
91	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	2/20/2019	12:20:00	FRACA	17,5000		0,0030		12,6000		0,0020			71,1000		1,0000	18,0000	148,3000	1,2600		0,0940	0,0990	0,1140		0,0055		0,0930		2,6100	2,8500	6,2200	0,2000	3,2000	0,0300	67,0000	3,5000		27,0000	29,9400		4,4400		0,0070
92	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	5/22/2019	10:54:00	FRACA	24,1000		0,0030		13,3000		0,0020			100,2000		1,0000	47,0000	307,6000	0,8100		0,1300	0,1510	0,0790		0,0055		0,2380		1,6800	2,3200	6,2400	0,2000	2,3000	0,0500	58,0000	3,5000		20,6100	22,0600		10,0000		0,0210
93	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	8/21/2019	12:23:00	AUSENTE	19,3000		0,0030		13,9000		0,0020			97,9000		1,0000	47,0000	547,5000	4,8300		0,2500	0,3540	0,0620		0,0055		0,1600		2,3000	7,0500	6,3600	0,2000	2,9000	0,0500	157,0000	29,0000		14,1200	12,6800		134,1200		0,1630
94	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	11/20/2019	13:21:00	AUSENTE	10,6000		0,0030		12,3000		0,0050			79,0000		1,0000	73,0000	1119,9000	2,8900		0,2110	0,3390	0,0930		0,0055		0,1460		1,1600	4,6200	5,6500	0,2000	1,7000	0,0400	106,0000	24,0000		26,3500	29,2700		75,1900		0,0025
95	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	2/19/2020	12:52:00	FRACA	13,3000				10,9000					78,1000		1,0000	33,0000	344,8000			0,1490	0,1620					0,0320		1,2200	5,8200	6,6100	0,2000	2,5000	0,0300	47,0000	3,5000		27,3000	28,0600		12,7000		
96	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	2/23/2022	16:30:00	AUSENTE	20,7000				14,3000					112,0000		4,0000	28,0000	461,1000			0,1530	0,2330					0,0320		1,4000	3,5400	6,2500		2,1000	0,0500	72,0000	3,5000		26,4900	25,9000		9,9000		
97	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	8/9/2022	10:30:00	MÉDIA	20,0000				15,5700					80,4000		1,0000	59,0000	770,1000			0,2480	1,4600								6,1500	6,2200	0,2000	2,0000	0,0500	138,0000	40,0000		15,5900	13,8000		77,8900		
98	87510010	-30,143995	-50,548839	Litoral Médio	Rio Capivari	Litoral	CAPIVARI DO SUL	Lótico	11/17/2022	17:05:00	AUSENTE										151,2000																3,8400	6,3800	0,2000	1,8000	0,0700				24,2600	22,9900		29,2400		
																																																		
											CONTAGEM	97,0000	8,0000	49,0000	11,0000	97,0000	72,0000	49,0000	2,0000	4,0000	98,0000	11,0000	97,0000	75,0000	87,0000	49,0000	81,0000	94,0000	96,0000	49,0000	0,0000	47,0000	5,0000	84,0000	0,0000	77,0000	98,0000	98,0000	97,0000	98,0000	89,0000	88,0000	97,0000	0,0000	98,0000	98,0000	78,0000	94,0000	0,0000	49,0000
											PORCENTAGEM	98,9796	8,1633	50,0000	11,2245	98,9796	73,4694	50,0000	2,0408	4,0816	100,0000	11,2245	98,9796	76,5306	88,7755	50,0000	82,6531	95,9184	97,9592	50,0000	0,0000	47,9592	5,1020	85,7143	0,0000	78,5714	100,0000	100,0000	98,9796	100,0000	90,8163	89,7959	98,9796	0,0000	100,0000	100,0000	79,5918	95,9184	0,0000	50,0000
											CÉLULAS	97,0000	8,0000	49,0000	11,0000	97,0000	72,0000	49,0000	2,0000	4,0000	98,0000	11,0000	97,0000	75,0000	87,0000	49,0000	81,0000	94,0000	96,0000	49,0000	0,0000	47,0000	5,0000	84,0000	0,0000	77,0000	98,0000	98,0000	97,0000	98,0000	89,0000	88,0000	97,0000	0,0000	98,0000	98,0000	78,0000	94,0000	0,0000	49,0000
											CÉLULAS VAZIAS	1,0000	90,0000	49,0000	87,0000	1,0000	26,0000	49,0000	96,0000	94,0000	0,0000	87,0000	1,0000	23,0000	11,0000	49,0000	17,0000	4,0000	2,0000	49,0000	98,0000	51,0000	93,0000	14,0000	98,0000	21,0000	0,0000	0,0000	1,0000	0,0000	9,0000	10,0000	1,0000	98,0000	0,0000	0,0000	20,0000	4,0000	98,0000	49,0000
																																																		
											MÍNIMO	2,0000	0,0015	0,0010	0,0020	8,4000	0,0000	0,0015	2,0000	50,0000	20,5200	0,0020	1,0000	11,0000	0,5000	0,0065	0,0000	0,0050	0,0050	0,0120	0,0000	0,0020	0,0100	0,0320	0,0000	0,0810	0,0000	5,5000	0,1000	0,2000	0,0300	19,0000	3,5000	0,0000	10,0200	8,1000	0,1000	0,0500	0,0000	0,0015
											MEDIANA	20,0000	0,0015	0,0030	0,0020	25,0000	7,6600	0,0020	2,0000	1229,9000	116,3000	0,0020	2,0000	29,0000	50,0000	0,8420	2588,0000	0,0255	0,0775	0,0510	#NUM!	0,0055	0,0100	0,1005	#NUM!	1,1000	7,5900	6,9700	0,2000	1,9000	0,0600	112,0000	10,0000	#NUM!	20,3500	21,1000	0,6000	8,3000	#NUM!	0,0120
											MÉDIA	33,7845	0,0031	0,0031	0,0033	2806,9732	11,4394	0,0036	2,0000	1060,6750	7919,5624	0,0028	2,0515	72,5467	585,9897	1,7407	49301,0123	0,0611	0,1386	0,0654	#DIV/0!	0,0103	0,0380	0,1858	#DIV/0!	1,1539	7,1087	7,0224	0,2194	2,3194	5,2538	2318,0568	19,7887	#DIV/0!	20,0813	20,3241	0,7026	31,1541	#DIV/0!	0,0220
											MÁXIMO	165,0000	0,0120	0,0360	0,0160	22714,0000	179,1000	0,0410	2,0000	1732,9000	66260,0000	0,0090	8,0000	858,0000	26900,0000	8,9700	2003213,0000	0,2500	1,4600	0,3080	0,0000	0,1590	0,1500	1,1900	0,0000	2,7000	11,0100	8,5900	1,5000	10,2000	47,8700	32265,0000	195,0000	0,0000	28,7400	29,9400	2,9000	834,0000	0,0000	0,1630
